"object","source","log_prop","in_cdi"
"glasses","vqa_yoloe",-5.85162285610978,TRUE
"globe","vqa",-8.2296214577045,FALSE
"glove","vqa_yoloe",-6.92501871518575,FALSE
"glue stick","vqa",-10.903770107131,FALSE
"goal","vqa",-9.65100713863566,FALSE
"goal net","vqa",-10.2106229265711,FALSE
"goal post","vqa",-9.80515781846292,FALSE
"goat","vqa",-10.903770107131,FALSE
"grape","vqa_yoloe",-8.00116281428244,FALSE
"grass","vqa_yoloe",-5.02139304119731,TRUE
"gray box","vqa",-10.2106229265711,FALSE
"gray cabinet","vqa",-10.4983049990229,FALSE
"gray floor","vqa",-9.03196793022944,FALSE
"gray sofa","vqa",-9.29433219469693,FALSE
"grey bag","vqa",-10.4983049990229,FALSE
"grey couch","vqa",-9.51747574601114,FALSE
"grey floor","vqa",-10.903770107131,FALSE
"grey mat","vqa",-10.4983049990229,FALSE
"grey shoe","vqa",-10.903770107131,FALSE
"grey sofa","vqa",-10.2106229265711,FALSE
"grey toy","vqa",-10.4983049990229,FALSE
"grill","vqa",-7.72571627678308,FALSE
"ground","vqa",-7.68489428226283,FALSE
"guitar","vqa",-5.37038061840351,FALSE
"guitar case","vqa",-10.2106229265711,FALSE
"hair","vqa_yoloe",-7.24093415588497,TRUE
"hair brush","vqa",-9.98747937525687,FALSE
"hair dryer","vqa",-8.82432856545119,FALSE
"hairbrush","vqa",-10.4983049990229,FALSE
"hammer","vqa_yoloe",-7.88775139538343,TRUE
"hammock","vqa",-9.11201063790297,FALSE
"hamster","vqa",-9.98747937525687,FALSE
"hamster cage","vqa",-10.903770107131,FALSE
"hand","vqa_yoloe",-5.37013085535171,TRUE
"handbag","vqa",-10.4983049990229,FALSE
"handle","vqa",-9.80515781846292,FALSE
"hang clothe","vqa",-10.903770107131,FALSE
"hang lamp","vqa",-10.2106229265711,FALSE
"hang light","vqa",-10.903770107131,FALSE
"harp","vqa",-10.903770107131,FALSE
"hat","vqa_yoloe",-4.95632600745165,TRUE
"headphone","vqa",-9.98747937525687,FALSE
"heater","vqa",-9.80515781846292,FALSE
"helmet","vqa",-7.90803783357704,FALSE
"hockey stick","vqa",-10.2106229265711,FALSE
"honey dipper","vqa",-10.903770107131,FALSE
"honeycomb","vqa",-10.903770107131,FALSE
"hoodie","vqa",-10.903770107131,FALSE
"hoop","vqa",-9.80515781846292,FALSE
"horse","vqa_yoloe",-7.32827457810588,TRUE
"horse toy","vqa",-9.29433219469693,FALSE
"hose","vqa_yoloe",-7.72540941804902,TRUE
"house","vqa",-3.8394385211068,TRUE
"hula hoop","vqa",-7.93335564156133,FALSE
"ice cream","vqa",-10.4983049990229,TRUE
"include ball","vqa",-10.903770107131,FALSE
"ipad","vqa",-6.86071883929648,FALSE
"iron","vqa",-10.4983049990229,FALSE
"ironing board","vqa",-9.98747937525687,FALSE
"jacket","vqa_yoloe",-6.72430984518549,TRUE
"jar","vqa_yoloe",-6.35559154063204,TRUE
"jar of corn","vqa",-10.4983049990229,FALSE
"jar of food","vqa",-10.4983049990229,FALSE
"jar of jam","vqa",-9.65100713863566,FALSE
"jar of mayonnaise","vqa",-10.903770107131,FALSE
"jar of nut","vqa",-10.2106229265711,FALSE
"jar of peanut butter","vqa",-9.51747574601114,FALSE
"jar of pickle","vqa",-10.2106229265711,FALSE
"jar of sauce","vqa",-10.4983049990229,FALSE
"jean","vqa_yoloe",-7.76441034056711,FALSE
"jigsaw puzzle","vqa",-9.80515781846292,FALSE
"juice box","vqa",-9.80515781846292,FALSE
"juice glass","vqa",-9.98747937525687,FALSE
"juicer","vqa",-10.4983049990229,FALSE
"kangaroo","vqa",-9.98747937525687,FALSE
"kettle","vqa",-6.24505915421491,FALSE
"key","vqa_yoloe",-10.1503817967633,FALSE
"keyboard","vqa",-5.78278675586591,FALSE
"keyboard bag","vqa",-10.903770107131,FALSE
"keyboard belt buckle ring","vqa",-10.903770107131,FALSE
"keyboard cable","vqa",-9.80515781846292,FALSE
"keyboard case","vqa",-10.2106229265711,FALSE
"keyboard cover","vqa",-9.29433219469693,FALSE
"keyboard key","vqa",-10.4983049990229,FALSE
"keyboard keycap","vqa",-10.903770107131,FALSE
"keyboard keycap cover","vqa",-10.903770107131,FALSE
"keyboard knob cover","vqa",-9.39969271035475,FALSE
"keyboard mouse","vqa",-10.4983049990229,FALSE
"keyboard mouse pad","vqa",-10.903770107131,FALSE
"keyboard mousepad cover","vqa",-10.903770107131,FALSE
"keyboard piano","vqa",-6.64109023008971,FALSE
"keyboard piano piano","vqa",-10.903770107131,FALSE
"keyboard piano stand","vqa",-9.98747937525687,FALSE
"keyboard piano stool","vqa",-9.98747937525687,FALSE
"keyboard piano stool stand","vqa",-10.2106229265711,FALSE
"keyboard stand","vqa",-9.65100713863566,FALSE
"keyboard strap","vqa",-10.903770107131,FALSE
"keyboard tray","vqa",-10.4983049990229,FALSE
"kid","vqa",-8.65247830852453,FALSE
"kitchen","vqa_yoloe",-4.13073045859005,TRUE
"kitchen cabinet","vqa",-4.03631612492242,FALSE
"kitchen counter","vqa",-3.64430217603997,FALSE
"kitchen floor","vqa",-9.65100713863566,FALSE
"kitchen set","vqa",-9.98747937525687,FALSE
"kitchen sink","vqa",-6.80942554490893,FALSE
"kitchen table","vqa",-10.4983049990229,FALSE
"kitchen towel","vqa",-10.903770107131,FALSE
"kitchen utensil","vqa",-6.86952946897863,FALSE
"kitchenware","vqa",-8.88886708658876,FALSE
"kite","vqa",-10.2106229265711,FALSE
"knife","vqa_yoloe",-4.56187319545384,TRUE
"knife block","vqa",-8.46142307176182,FALSE
"knob","vqa",-10.903770107131,FALSE
"ladder","vqa_yoloe",-5.31135903255201,TRUE
"lady","vqa",-7.00179743755638,TRUE
"ladybug","vqa",-10.903770107131,FALSE
"lamp","vqa_yoloe",-2.49477347337564,TRUE
"lamp post","vqa",-9.11201063790297,FALSE
"lampshade","vqa",-9.98747937525687,FALSE
"lantern","vqa",-9.51747574601114,FALSE
"laptop","vqa",-5.16076691932155,FALSE
"laundry basket","vqa",-10.2106229265711,FALSE
"lawn mower","vqa",-8.95785995807572,TRUE
"leaves","vqa",-8.2296214577045,FALSE
"leg","vqa_yoloe",-9.5046516675388,TRUE
"lego","vqa",-10.903770107131,FALSE
"lego block","vqa",-8.65247830852453,FALSE
"lemon","vqa",-7.98599937504675,FALSE
"letter","vqa",-8.95785995807572,FALSE
"letter block","vqa",-10.2106229265711,FALSE
"lettuce","vqa",-10.2106229265711,FALSE
"lid","vqa",-9.80515781846292,FALSE
"light","vqa_yoloe",-6.58137175648134,TRUE
"light bulb","vqa",-10.903770107131,FALSE
"lion","vqa",-8.88886708658876,TRUE
"lion toy","vqa",-9.80515781846292,FALSE
"llama","vqa",-10.903770107131,FALSE
"log","vqa",-10.2106229265711,FALSE
"lollipop","vqa_yoloe",-8.3453090899776,TRUE
"machine","vqa",-9.1990220148926,FALSE
"magazine","vqa",-9.51747574601114,FALSE
"mailbox","vqa",-9.65100713863566,FALSE
"man","vqa",-3.93491972878908,TRUE
"man 's hand","vqa",-10.4983049990229,FALSE
"man 's leg","vqa",-10.4983049990229,FALSE
"man and child","vqa",-10.903770107131,FALSE
"man and dog","vqa",-10.2106229265711,FALSE
"man and girl","vqa",-10.903770107131,FALSE
"man and two child","vqa",-10.903770107131,FALSE
"man and woman","vqa",-9.51747574601114,FALSE
"man in clothe","vqa",-10.903770107131,FALSE
"man in grey shirt","vqa",-10.4983049990229,FALSE
"man in shirt","vqa",-7.62662537413885,FALSE
"man in short","vqa",-10.903770107131,FALSE
"man with glasses","vqa",-10.903770107131,FALSE
"mannequin","vqa",-9.80515781846292,FALSE
"marker","vqa",-8.41886345734303,FALSE
"mask","vqa",-9.39969271035475,FALSE
"mat","vqa",-5.3430884761155,FALSE
"mattress","vqa",-9.80515781846292,FALSE
"meat","vqa_yoloe",-8.78648650709338,TRUE
"melon","vqa_yoloe",-8.40455815447121,TRUE
"metal bowl","vqa",-10.2106229265711,FALSE
"metal container","vqa",-10.903770107131,FALSE
"metal object","vqa",-10.903770107131,FALSE
"metal surface","vqa",-10.903770107131,FALSE
"meter","vqa",-9.03196793022944,FALSE
"microphone","vqa",-10.4983049990229,FALSE
"microwave","vqa",-4.44543182378624,FALSE
"microwave oven","vqa",-6.58628199359472,FALSE
"milk","vqa_yoloe",-7.19873736866119,TRUE
"milk bottle","vqa",-5.90994193135115,FALSE
"milk box","vqa",-8.95785995807572,FALSE
"milk carton","vqa",-7.34842204564162,FALSE
"milk glass","vqa",-10.903770107131,FALSE
"milk jug","vqa",-7.88334522098667,FALSE
"mirror","vqa",-3.80003694490745,FALSE
"mirror frame","vqa",-10.903770107131,FALSE
"mixer","vqa",-9.51747574601114,FALSE
"money","vqa_yoloe",-8.16929540220651,TRUE
"monitor","vqa",-5.85391409988149,FALSE
"monitor cable","vqa",-10.4983049990229,FALSE
"monitor cover","vqa",-10.4983049990229,FALSE
"monitor screen","vqa",-10.903770107131,FALSE
"monitor stand","vqa",-9.80515781846292,FALSE
"monitor stand cover","vqa",-8.82432856545119,FALSE
"monkey","vqa",-7.72571627678308,TRUE
"monkey bar","vqa",-10.903770107131,FALSE
"monkey toy","vqa",-7.83571717199741,FALSE
"moon","vqa_yoloe",-7.83941028776211,TRUE
"mop","vqa_yoloe",-7.6715234870918,TRUE
"mop bucket","vqa",-9.98747937525687,FALSE
"mother","vqa",-9.80515781846292,FALSE
"mountain","vqa",-10.4983049990229,FALSE
"mouse","vqa_yoloe",-5.54735333406869,TRUE
"mouse pad","vqa",-9.98747937525687,FALSE
"mug","vqa",-5.26541543779728,FALSE
"mushroom","vqa",-9.98747937525687,FALSE
"mushroom grow kit","vqa",-10.903770107131,FALSE
"music box","vqa",-9.65100713863566,FALSE
"music player","vqa",-7.66509165496665,FALSE
"napkin","vqa_yoloe",-5.48879886202285,TRUE
"net","vqa",-7.17807667989438,FALSE
"newspaper","vqa",-9.65100713863566,FALSE
"night stand","vqa",-10.903770107131,FALSE
"notebook","vqa",-8.95785995807572,FALSE
"object","vqa",-4.42372554520438,FALSE
"office chair","vqa",-10.903770107131,FALSE
"onion","vqa",-7.90803783357704,FALSE
"orange","vqa_yoloe",-5.84984069334285,TRUE
"orange and toy","vqa",-10.903770107131,FALSE
"orange bag","vqa",-8.65247830852453,FALSE
"orange ball","vqa",-6.80112674209423,FALSE
"orange balloon","vqa",-9.80515781846292,FALSE
"orange basket","vqa",-10.2106229265711,FALSE
"orange block","vqa",-9.98747937525687,FALSE
"orange book","vqa",-9.98747937525687,FALSE
"orange bowl","vqa",-9.03196793022944,FALSE
"orange box","vqa",-9.03196793022944,FALSE
"orange bucket","vqa",-7.81272765377271,FALSE
"orange cabinet","vqa",-10.903770107131,FALSE
"orange car","vqa",-10.903770107131,FALSE
"orange car toy","vqa",-10.903770107131,FALSE
"orange carrot","vqa",-9.98747937525687,FALSE
"orange cone","vqa",-8.88886708658876,FALSE
"orange container","vqa",-9.98747937525687,FALSE
"orange cube","vqa",-10.4983049990229,FALSE
"orange cup","vqa",-8.50587483433266,FALSE
"orange cylinder","vqa",-10.4983049990229,FALSE
"orange flower","vqa",-10.4983049990229,FALSE
"orange marker","vqa",-10.903770107131,FALSE
"orange mat","vqa",-10.4983049990229,FALSE
"orange object","vqa",-7.25311186583729,FALSE
"orange packet","vqa",-10.903770107131,FALSE
"orange paper","vqa",-10.4983049990229,FALSE
"orange peel","vqa",-9.29433219469693,FALSE
"orange pen","vqa",-10.2106229265711,FALSE
"orange pillow","vqa",-10.4983049990229,FALSE
"orange plate","vqa",-9.51747574601114,FALSE
"orange pumpkin","vqa",-8.41886345734303,FALSE
"orange ring","vqa",-9.1990220148926,FALSE
"orange shirt","vqa",-10.903770107131,FALSE
"orange stick","vqa",-9.98747937525687,FALSE
"orange towel","vqa",-9.98747937525687,FALSE
"orange toy","vqa",-7.25311186583729,FALSE
"orange toy car","vqa",-9.51747574601114,FALSE
"orange toy gun","vqa",-10.903770107131,FALSE
"orange tree","vqa",-9.65100713863566,FALSE
"orange tube","vqa",-8.76370394363476,FALSE
"orange wall","vqa",-10.4983049990229,FALSE
"ornament","vqa",-8.70654552979481,FALSE
"ottoman","vqa",-7.76827589120188,FALSE
"oven","vqa_yoloe",-3.78098664231929,TRUE
"oven door","vqa",-8.10040972622449,FALSE
"oven door handle","vqa",-8.65247830852453,FALSE
"oven door knob","vqa",-10.2106229265711,FALSE
"oven door light","vqa",-10.4983049990229,FALSE
"oven handle","vqa",-9.51747574601114,FALSE
"oven knob","vqa",-9.98747937525687,FALSE
"oven light","vqa",-10.4983049990229,FALSE
"oven mitt","vqa",-6.52174347245715,FALSE
"oven mitt cover","vqa",-10.2106229265711,FALSE
"oven mitt cover holder","vqa",-10.2106229265711,FALSE
"oven mitt holder","vqa",-9.80515781846292,FALSE
"oven rack","vqa",-10.4983049990229,FALSE
"oven shelf","vqa",-10.903770107131,FALSE
"oven tray","vqa",-10.903770107131,FALSE
"owl","vqa_yoloe",-8.88923470583351,TRUE
"owl toy","vqa",-10.903770107131,FALSE
"pacifier","vqa",-10.4983049990229,FALSE
"packet","vqa",-9.80515781846292,FALSE
"pad","vqa",-9.98747937525687,FALSE
"paint","vqa",-5.55904636776884,TRUE
"paint bottle","vqa",-8.95785995807572,FALSE
"paint box","vqa",-9.65100713863566,FALSE
"paint brush","vqa",-8.16293008320583,FALSE
"paint bucket","vqa",-10.2106229265711,FALSE
"paint palette","vqa",-9.65100713863566,FALSE
"paint roller","vqa",-9.65100713863566,FALSE
"paintbrush","vqa",-9.98747937525687,FALSE
"painting","vqa",-8.88886708658876,FALSE
"palm tree","vqa",-10.4983049990229,FALSE
"pan","vqa",-6.10797956153429,FALSE
"pancake","vqa_yoloe",-8.20340378981254,TRUE
"panda","vqa",-8.95785995807572,FALSE
"panda toy","vqa",-9.11201063790297,FALSE
"pant","vqa_yoloe",-7.31439153500551,FALSE
"paper","vqa_yoloe",-4.6587586284224,TRUE
"paper bag","vqa",-7.27942917415466,FALSE
"paper cup","vqa",-8.82432856545119,FALSE
"paper cutter","vqa",-7.2928521944868,FALSE
"paper plate","vqa",-10.2106229265711,FALSE
"paper roll","vqa",-10.2106229265711,FALSE
"paper towel","vqa",-6.25937920798966,FALSE
"paper towel box","vqa",-9.51747574601114,FALSE
"paper towel dispenser","vqa",-8.37804146282277,FALSE
"paper towel holder","vqa",-10.4983049990229,FALSE
"paper towel roll","vqa",-6.00966862929072,FALSE
"parrot","vqa",-10.4983049990229,FALSE
"path","vqa",-10.903770107131,FALSE
"patio","vqa",-8.65247830852453,FALSE
"pavement","vqa",-10.903770107131,FALSE
"pea","vqa_yoloe",-8.89291796374189,FALSE
"peach","vqa",-10.2106229265711,FALSE
"pear","vqa",-10.903770107131,FALSE
"pen","vqa_yoloe",-5.26142503099707,TRUE
"pen holder","vqa",-9.39969271035475,FALSE
"pencil","vqa_yoloe",-6.06189629718404,TRUE
"pencil box","vqa",-10.2106229265711,FALSE
"pencil case","vqa",-8.19571990602882,FALSE
"pencil holder","vqa",-10.903770107131,FALSE
"penguin","vqa_yoloe",-8.73181817507464,TRUE
"penguin toy","vqa",-8.50587483433266,FALSE
"people","vqa",-9.39969271035475,TRUE
"pepper","vqa",-10.2106229265711,FALSE
"pepper grinder","vqa",-10.903770107131,FALSE
"pepper shaker","vqa",-10.903770107131,FALSE
"pepperoni","vqa",-9.80515781846292,FALSE
"person","vqa_yoloe",-0.989275772817962,TRUE
"person 's foot","vqa",-9.11201063790297,FALSE
"person 's hand","vqa",-9.39969271035475,FALSE
"person 's leg","vqa",-8.95785995807572,FALSE
"person and dog","vqa",-10.4983049990229,FALSE
"person and toy","vqa",-10.4983049990229,FALSE
"person in clothe","vqa",-9.29433219469693,FALSE
"person in dress","vqa",-9.51747574601114,FALSE
"person in kitchen","vqa",-9.98747937525687,FALSE
"person in shirt","vqa",-8.70654552979481,FALSE
"phone","vqa",-4.35197574135397,FALSE
"phone case","vqa",-9.65100713863566,FALSE
"phone charger","vqa",-9.51747574601114,FALSE
"photo","vqa",-8.07055676307481,FALSE
"photo frame","vqa",-6.72938283723539,FALSE
"piano","vqa",-5.59303022058443,FALSE
"piano bench","vqa",-10.903770107131,FALSE
"piano book","vqa",-10.903770107131,FALSE
"piano key","vqa",-10.903770107131,FALSE
"piano sheet music","vqa",-10.903770107131,FALSE
"piano toy","vqa",-9.98747937525687,FALSE
"picture","vqa_yoloe",-3.1211424145917,TRUE
"picture frame","vqa",-5.9837891813029,FALSE
"picture on wall","vqa",-10.2106229265711,FALSE
"pig","vqa_yoloe",-8.32635306696648,TRUE
"pig toy","vqa",-10.2106229265711,FALSE
"piggy bank","vqa",-8.55239484996755,FALSE
"pillar","vqa",-10.4983049990229,FALSE
"pillow","vqa_yoloe",-2.24720836773235,TRUE
"pineapple","vqa",-8.76370394363476,FALSE
"pink box","vqa",-8.76370394363476,FALSE
"pipe","vqa",-7.46978290264588,FALSE
"pizza","vqa_yoloe",-6.99393914634836,TRUE
"pizza box","vqa",-7.95933112796459,FALSE
"plane","vqa",-10.903770107131,FALSE
"plank","vqa",-9.98747937525687,FALSE
"plant","vqa_yoloe",-3.25504579568668,TRUE
"plant pot","vqa",-8.2296214577045,FALSE
"plant stand","vqa",-10.2106229265711,FALSE
"plastic","vqa",-10.2106229265711,FALSE
"plastic bag","vqa",-9.65100713863566,FALSE
"plastic box","vqa",-9.98747937525687,FALSE
"plastic container","vqa",-8.01339834923486,FALSE
"plastic cup","vqa",-10.2106229265711,FALSE
"plastic object","vqa",-10.903770107131,FALSE
"plastic sheet","vqa",-10.4983049990229,FALSE
"plastic toy","vqa",-9.65100713863566,FALSE
"plastic wrap","vqa",-9.98747937525687,FALSE
"plate","vqa_yoloe",-2.97563579293455,TRUE
"plate of cookie","vqa",-10.903770107131,FALSE
"plate of food","vqa",-7.34842204564162,FALSE
"plate of grape","vqa",-10.4983049990229,FALSE
"plate with food","vqa",-7.95933112796459,FALSE
"plate with fruit","vqa",-10.4983049990229,FALSE
"play kitchen","vqa",-10.4983049990229,FALSE
"playground","vqa",-7.93335564156133,TRUE
"playground equipment","vqa",-8.10040972622449,FALSE
"playground slide","vqa",-10.903770107131,FALSE
"playpen","vqa",-10.903770107131,FALSE
"plug","vqa",-9.80515781846292,FALSE
"pole","vqa",-7.37740958251487,FALSE
"pool","vqa_yoloe",-6.71218167881629,TRUE
"pool cover","vqa",-10.4983049990229,FALSE
"pool float","vqa",-10.4983049990229,FALSE
"pool table","vqa",-9.98747937525687,FALSE
"pool toy","vqa",-8.76370394363476,FALSE
"popcorn","vqa_yoloe",-8.33301933304065,TRUE
"popcorn bag","vqa",-10.4983049990229,FALSE
"porch","vqa_yoloe",-12.5889337474992,TRUE
"poster","vqa",-5.76503481040746,FALSE
"pot","vqa",-5.59303022058443,FALSE
"pot and pan","vqa",-10.903770107131,FALSE
"pot lid","vqa",-10.2106229265711,FALSE
"pot plant","vqa",-7.32025116867492,FALSE
"potato","vqa_yoloe",-8.07272916575743,TRUE
"potato chip","vqa",-9.65100713863566,TRUE
"potty","vqa_yoloe",-7.32736565220569,TRUE
"power line","vqa",-9.98747937525687,FALSE
"power socket","vqa",-10.903770107131,FALSE
"power strip","vqa",-10.903770107131,FALSE
"present","vqa_yoloe",-5.46880872285063,TRUE
"printer","vqa",-7.6079332411267,FALSE
"pug","vqa",-10.903770107131,FALSE
"pumpkin","vqa_yoloe",-6.09814487938504,TRUE
"puppet","vqa",-10.4983049990229,FALSE
"purple box","vqa",-9.80515781846292,FALSE
"purse","vqa_yoloe",-6.49101098431186,TRUE
"push toy","vqa",-10.903770107131,FALSE
"puzzle","vqa_yoloe",-7.40005599045971,TRUE
"puzzle piece","vqa",-8.26471277751577,FALSE
"rabbit","vqa",-8.01339834923486,FALSE
"rabbit toy","vqa",-9.80515781846292,FALSE
"rack","vqa",-10.903770107131,FALSE
"racket","vqa",-7.5895841024585,FALSE
"radiator","vqa",-6.06352779896345,FALSE
"rail","vqa",-8.33882074966949,FALSE
"railing","vqa",-8.33882074966949,FALSE
"rainbow","vqa",-8.37804146282277,FALSE
"ramp","vqa",-10.4983049990229,FALSE
"record player","vqa",-10.2106229265711,FALSE
"recycle bin","vqa",-10.903770107131,FALSE
"recycling bin","vqa",-10.4983049990229,FALSE
"refrigerator","vqa_yoloe",-3.09396809490991,TRUE
"reindeer","vqa",-9.98747937525687,FALSE
"remote","vqa",-7.46978290264588,FALSE
"remote control","vqa",-6.60648470091224,FALSE
"ribbon","vqa",-9.65100713863566,FALSE
"rice cooker","vqa",-10.4983049990229,FALSE
"ring","vqa",-6.86071883929648,FALSE
"rise","vqa",-10.2106229265711,FALSE
"road","vqa",-7.48604342351766,FALSE
"robot","vqa",-10.4983049990229,FALSE
"robot toy","vqa",-10.4983049990229,FALSE
"robot vacuum","vqa",-10.2106229265711,FALSE
"rock","vqa_yoloe",-8.33151353458287,TRUE
"rock climbing wall","vqa",-10.903770107131,FALSE
"roll pin","vqa",-9.80515781846292,FALSE
"roller","vqa",-10.2106229265711,FALSE
"roof","vqa_yoloe",-7.80011564051577,TRUE
"room","vqa_yoloe",-6.38085813724171,TRUE
"rope","vqa",-7.5895841024585,FALSE
"rope swe","vqa",-10.903770107131,FALSE
"round mirror","vqa",-10.2106229265711,FALSE
"round table","vqa",-10.903770107131,FALSE
"rubber duck","vqa",-8.76370394363476,FALSE
"rubber ring","vqa",-10.903770107131,FALSE
"rug","vqa",-6.83474335289322,FALSE
"ruler","vqa",-10.2106229265711,FALSE
"salt","vqa",-9.98747937525687,TRUE
"salt shaker","vqa",-9.80515781846292,FALSE
"sand","vqa",-7.04304039609043,FALSE
"sand box","vqa",-7.15426603120066,FALSE
"sand pit","vqa",-10.903770107131,FALSE
"sand tray","vqa",-10.903770107131,FALSE
"sandal","vqa",-10.4983049990229,FALSE
"sandwich","vqa_yoloe",-9.15860191177504,TRUE
"santa claus","vqa",-9.11201063790297,FALSE
"santa claus doll","vqa",-9.11201063790297,FALSE
"sauce","vqa_yoloe",-9.30174462386508,TRUE
"sauce bottle","vqa",-10.903770107131,FALSE
"saucepan","vqa",-9.80515781846292,FALSE
"scale","vqa",-10.4983049990229,FALSE
"scissors","vqa_yoloe",-5.9191893193027,TRUE
"scooter","vqa",-6.52801308547074,FALSE
"screen","vqa",-9.39969271035475,FALSE
"screwdriver","vqa",-10.903770107131,FALSE
"seagull","vqa",-10.4983049990229,FALSE
"seashell","vqa",-10.2106229265711,FALSE
"seat","vqa",-10.903770107131,FALSE
"seat belt","vqa",-8.33882074966949,FALSE
"seatbelt","vqa",-9.11201063790297,FALSE
"shadow","vqa",-8.26471277751577,FALSE
"shark","vqa",-10.903770107131,FALSE
"shed","vqa",-8.60118501413698,FALSE
"sheep","vqa_yoloe",-8.40598120889796,TRUE
"sheep toy","vqa",-10.903770107131,FALSE
"sheet","vqa",-9.1990220148926,FALSE
"shelf","vqa",-3.78453908170236,FALSE
"shelf with toy","vqa",-10.2106229265711,FALSE
"shirt","vqa_yoloe",-6.0336345269241,TRUE
"shoe","vqa_yoloe",-4.56187398167759,TRUE
"shoe rack","vqa",-9.98747937525687,FALSE
"shopping cart","vqa",-8.60118501413698,FALSE
"short","vqa_yoloe",-7.93006559012615,FALSE
"shovel","vqa_yoloe",-5.88621369172613,TRUE
"shower","vqa_yoloe",-8.30727718398429,TRUE
"shower curtain","vqa",-8.65247830852453,FALSE
"shower curtain ring","vqa",-10.2106229265711,FALSE
"shower curtain rod","vqa",-10.2106229265711,FALSE
"shower head","vqa",-9.1990220148926,FALSE
"sidewalk","vqa_yoloe",-6.02305196902318,TRUE
"sign","vqa",-8.60118501413698,FALSE
"sign board","vqa",-10.903770107131,FALSE
"signboard","vqa",-9.98747937525687,FALSE
"silver bowl","vqa",-10.903770107131,FALSE
"silverware","vqa",-9.65100713863566,FALSE
"sink","vqa_yoloe",-3.72666644950837,TRUE
"sink basin","vqa",-9.29433219469693,FALSE
"sink cover","vqa",-10.2106229265711,FALSE
"sink drain","vqa",-8.95785995807572,FALSE
"sink drain cover","vqa",-10.4983049990229,FALSE
"sink faucet","vqa",-9.51747574601114,FALSE
"sink tap","vqa",-9.98747937525687,FALSE
"skateboard","vqa",-7.90803783357704,FALSE
"skeleton","vqa",-7.95933112796459,FALSE
"skeleton doll","vqa",-10.903770107131,FALSE
"skirt","vqa",-10.4983049990229,FALSE
"sky","vqa_yoloe",-5.59066435811935,TRUE
"slide","vqa_yoloe",-5.85712879090627,TRUE
"slipper","vqa_yoloe",-5.01847192978586,TRUE
"smartphone","vqa",-9.39969271035475,FALSE
"snake","vqa",-9.80515781846292,FALSE
"snow","vqa_yoloe",-7.95389850940721,TRUE
"snowflake","vqa",-10.903770107131,FALSE
"snowman","vqa_yoloe",-6.93932449814768,TRUE
"snowman book","vqa",-10.903770107131,FALSE
"snowman toy","vqa",-10.4983049990229,FALSE
"soap","vqa_yoloe",-7.16120179232654,TRUE
"soap bottle","vqa",-9.1990220148926,FALSE
"soap dish","vqa",-10.903770107131,FALSE
"soap dispenser","vqa",-6.66966360253377,FALSE
"soccer ball","vqa",-7.93335564156133,FALSE
"soccer goal","vqa",-9.98747937525687,FALSE
"soccer net","vqa",-10.903770107131,FALSE
"sock","vqa_yoloe",-6.33709669361799,TRUE
"sofa","vqa",-3.76371333904992,TRUE
"sofa bed","vqa",-10.4983049990229,FALSE
"sofa chair","vqa",-8.65247830852453,FALSE
"sofa pillow","vqa",-10.4983049990229,FALSE
"soil","vqa",-10.2106229265711,FALSE
"soup","vqa_yoloe",-7.96355260426164,TRUE
"soup bowl","vqa",-8.82432856545119,FALSE
"soup container","vqa",-8.50587483433266,FALSE
"soup cup","vqa",-10.903770107131,FALSE
"soup spoon","vqa",-10.2106229265711,FALSE
"spatula","vqa",-8.07055676307481,FALSE
"speaker","vqa",-6.79289624295772,FALSE
"spider","vqa",-10.903770107131,FALSE
"sponge","vqa",-6.80942554490893,FALSE
"spoon","vqa_yoloe",-3.61159001624846,TRUE
"spray","vqa",-10.903770107131,FALSE
"spray bottle","vqa",-8.26471277751577,FALSE
"stack of cup","vqa",-10.903770107131,FALSE
"stair","vqa_yoloe",-4.87461952700262,FALSE
"stair carpet","vqa",-10.903770107131,FALSE
"stair handrail","vqa",-10.903770107131,FALSE
"stair rail","vqa",-9.65100713863566,FALSE
"stair stair rail","vqa",-10.903770107131,FALSE
"stair step","vqa",-10.903770107131,FALSE
"staircase","vqa",-7.36281078309371,FALSE
"star","vqa_yoloe",-7.55570555709205,TRUE
"star toy","vqa",-10.2106229265711,FALSE
"star wand","vqa",-9.98747937525687,FALSE
"starfish","vqa",-9.51747574601114,FALSE
"steering wheel","vqa",-9.39969271035475,FALSE
"stick","vqa_yoloe",-8.42037918271795,TRUE
"sticker","vqa",-9.80515781846292,FALSE
"stocking","vqa",-8.10040972622449,FALSE
"stone","vqa_yoloe",-11.0104335369241,TRUE
"stone path","vqa",-9.80515781846292,FALSE
"stone wall","vqa",-10.4983049990229,FALSE
"stool","vqa",-5.31652144873078,FALSE
"stop sign","vqa",-10.903770107131,FALSE
"stove","vqa_yoloe",-4.59380182652558,TRUE
"strap","vqa",-10.4983049990229,FALSE
"straw","vqa",-8.95785995807572,FALSE
"strawberry","vqa_yoloe",-7.63345396381177,TRUE
"street","vqa_yoloe",-7.71604346924614,TRUE
"street light","vqa",-8.95785995807572,FALSE
"string","vqa",-9.1990220148926,FALSE
"string light","vqa",-10.903770107131,FALSE
"string of bead","vqa",-10.903770107131,FALSE
"stroller","vqa_yoloe",-5.53944386311765,TRUE
"structure","vqa",-10.4983049990229,FALSE
"stuff animal","vqa",-5.8348659049108,FALSE
"stuff dog","vqa",-9.98747937525687,FALSE
